STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MK,North Macedonia,2022,,9639.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MK,North Macedonia,2023,,9889.7,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MK,North Macedonia,2024,,9668.2,,e,estimated,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MT,Malta,2020,,19549.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MT,Malta,2021,,19792.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MT,Malta,2022,,23490.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MT,Malta,2023,,25610.9,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,MT,Malta,2024,,27665.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NL,Netherlands,2020,,663307.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NL,Netherlands,2021,,770745.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NL,Netherlands,2022,,958476.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NL,Netherlands,2023,,918720.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NL,Netherlands,2024,,925247.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NO,Norway,2020,,103982.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NO,Norway,2021,,183096.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NO,Norway,2022,,314943.9,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NO,Norway,2023,,213943.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,NO,Norway,2024,,212224.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PL,Poland,2020,,278857.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PL,Poland,2021,,332532.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PL,Poland,2022,,412594.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PL,Poland,2023,,435227.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PL,Poland,2024,,442520.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PT,Portugal,2020,,74896.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PT,Portugal,2021,,89949.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PT,Portugal,2022,,120714.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PT,Portugal,2023,,127280.8,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,PT,Portugal,2024,,132525.9,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RO,Romania,2020,,81277.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RO,Romania,2021,,98068.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RO,Romania,2022,,122175.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RO,Romania,2023,,126997.4,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RO,Romania,2024,,125946.8,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RS,Serbia,2020,,22602.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RS,Serbia,2021,,29274.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RS,Serbia,2022,,38576.5,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RS,Serbia,2023,,41419.0,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,RS,Serbia,2024,,44620.7,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SE,Sweden,2020,,211741.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SE,Sweden,2021,,253543.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SE,Sweden,2022,,297190.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SE,Sweden,2023,,295395.5,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SE,Sweden,2024,,302895.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SI,Slovenia,2020,,36583.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SI,Slovenia,2021,,43687.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SI,Slovenia,2022,,53484.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SI,Slovenia,2023,,53240.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SI,Slovenia,2024,,54602.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SK,Slovakia,2020,,79510.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SK,Slovakia,2021,,92478.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SK,Slovakia,2022,,108935.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SK,Slovakia,2023,,113032.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,SK,Slovakia,2024,,111629.5,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,TR,Türkiye,2020,,182524.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,TR,Türkiye,2021,,246719.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,TR,Türkiye,2022,,332715.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,TR,Türkiye,2023,,328897.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,TR,Türkiye,2024,,342236.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,UA,Ukraine,2020,,53028.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,UA,Ukraine,2021,,68747.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,UA,Ukraine,2022,,54587.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,UA,Ukraine,2023,,47440.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,XK,Kosovo*,2020,,1469.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,XK,Kosovo*,2021,,2658.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,XK,Kosovo*,2022,,3436.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,XK,Kosovo*,2023,,3837.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P6,Exports of goods and services,XK,Kosovo*,2024,,4320.1,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AL,Albania,2020,,4947.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AL,Albania,2021,,6776.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AL,Albania,2022,,8582.5,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AL,Albania,2023,,9547.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AL,Albania,2024,,10792.7,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AT,Austria,2020,,183637.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AT,Austria,2021,,223748.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AT,Austria,2022,,279649.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AT,Austria,2023,,271392.5,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,AT,Austria,2024,,262882.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BA,Bosnia and Herzegovina,2020,,8510.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BA,Bosnia and Herzegovina,2021,,10791.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BA,Bosnia and Herzegovina,2022,,14437.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BA,Bosnia and Herzegovina,2023,,14213.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BA,Bosnia and Herzegovina,2024,,14971.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BE,Belgium,2020,,360581.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BE,Belgium,2021,,444089.5,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BE,Belgium,2022,,545107.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BE,Belgium,2023,,505462.9,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BE,Belgium,2024,,486478.1,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BG,Bulgaria,2020,,33370.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BG,Bulgaria,2021,,42353.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BG,Bulgaria,2022,,59279.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BG,Bulgaria,2023,,54725.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,BG,Bulgaria,2024,,55472.8,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CH,Switzerland,2020,,375416.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CH,Switzerland,2021,,405903.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CH,Switzerland,2022,,491021.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CH,Switzerland,2023,,512601.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CH,Switzerland,2024,,536132.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CY,Cyprus,2020,,18127.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CY,Cyprus,2021,,22102.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CY,Cyprus,2022,,29967.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CY,Cyprus,2023,,30121.1,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CY,Cyprus,2024,,31254.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CZ,Czechia,2020,,134432.4,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CZ,Czechia,2021,,164405.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CZ,Czechia,2022,,205481.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CZ,Czechia,2023,,203060.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,CZ,Czechia,2024,,199871.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DE,Germany,2020,,1166802.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DE,Germany,2021,,1378637.0,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DE,Germany,2022,,1711369.0,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DE,Germany,2023,,1648971.0,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DE,Germany,2024,,1630646.0,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DK,Denmark,2020,,154175.6,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DK,Denmark,2021,,182350.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DK,Denmark,2022,,233061.8,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DK,Denmark,2023,,225667.7,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,DK,Denmark,2024,,238434.5,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EE,Estonia,2020,,19289.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EE,Estonia,2021,,25431.9,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EE,Estonia,2022,,32033.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EE,Estonia,2023,,29405.2,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EE,Estonia,2024,,29912.3,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EL,Greece,2020,,65078.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EL,Greece,2021,,88138.5,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EL,Greece,2022,,121925.9,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EL,Greece,2023,,109103.5,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,EL,Greece,2024,,112460.6,,p,provisional,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,ES,Spain,2020,,327078.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,ES,Spain,2021,,404834.0,,,,,
dataflow,ESTAT:TEC00110(1.0),"Goods and services, imports and exports",A,Annual,CP_MEUR,"Current prices, million euro",P7,Imports of goods and services,ES,Spain,2022,,533963.0,,p,provisional,,
